,0
0,160.61816572665703
1,567.321712336503
2,-169.7478537367424
3,-56.28583726892248
4,2693.1920956040267
5,2254.15549503325
6,409.5522743987385
7,712.4538958402118
8,-1084.5986365934368
9,2283.2999214172596
10,2332.632388377562
11,584.6582463048398
12,4597.44241947413
13,-972.2340507688932
14,5961.106463455246
15,-5939.328052142519
16,4063.302120384644
17,-4575.501191769261
18,-8699.855964585091
19,1011.159992921981
20,5158.997632214101
21,861.1806549775647
22,-79.28449988760985
23,-2366.5310367573984
24,4587.842353667249
25,-575.1784143731929
26,-5213.472100678715
27,126.66265769104939
28,-1674.483519590227
29,-1370.2469239863567
30,-5930.6646360345185
31,6409.190912845312
32,-3510.311224965146
33,-476.9188978134189
34,7069.1992551999865
35,-4221.744405366015
36,839.3093198894057
37,-2145.730750211049
38,14428.799804653157
39,5889.643675030558
40,13575.963325366145
41,-5785.792035523802
42,-2478.1362018156797
43,-6789.091529944912
44,645.7749805949861
45,-864.2363399845781
46,6429.661781483446
47,2932.978950869874
48,2489.0554023582954
49,2101.0924186381744
50,-6776.200397686684
51,14028.366521188873
52,8011.5718545840355
53,336.15575688006356
54,-281.75344442832284
55,324.4235414166469
56,-2878.7160506960936
57,-1007.8047595848329
58,-192.22537200932857
59,3779.0699739289703
60,-3688.5780083809514
61,2948.318098003976
