,0
0,47.86164866480976
1,-3103.5787578757154
2,-7349.147370987106
3,-4499.456364386482
4,1578.3815256525995
5,3157.0960752326064
6,-16634.5872899791
7,12239.205445544561
8,-22678.83666120516
9,5908.632669826853
10,-14746.8225736483
11,4846.288307830808
12,17124.64078757877
13,-12980.618294329382
14,13680.131656165468
15,-6770.786210621009
16,6736.435828082729
17,24450.166233123513
18,438.53914491436444
19,-10193.79550855083
20,9260.748685868573
21,7382.319558955962
22,-11664.244140414055
23,-10565.114149414934
24,584.7179027902894
25,-2104.0483168317005
26,-16143.01661566156
27,21069.40287128708
28,11235.509135913686
29,13307.588289828971
30,-8430.022484248504
31,-3061.9928982898127
32,12925.196219621925
33,-11404.985382538289
34,2266.79124212428
35,12395.395382538205
36,-2514.2233573356643
37,-7321.977911791182
38,21740.77577857778
39,751.2487668767571
40,-971.2358325832756
41,5479.321224122425
42,-1035.3645634562708
43,-7490.381215121597
44,609.7220747075044
45,1635.5654140413972
46,14630.284527452779
47,-1494.689153915504
48,1373.1537533754017
49,1814.9970657066442
50,9114.235805580392
51,8609.475823582383
52,-1216.1149954996072
53,-2725.6945724571124
54,611.4495859586168
55,-1195.9491719172802
56,2454.909990999149
57,4880.471683168318
58,7392.2149864987005
59,-5160.170810081065
60,8863.081656165654
61,-2199.040414041374
