,0
0,1000000.0
1,1000228.375
2,1000075.4375
3,1000075.4375
4,1000075.4375
5,1000075.4375
6,1000075.4375
7,1000075.4375
8,1000075.4375
9,1000075.4375
10,1000075.4375
11,1000075.4375
12,1000075.4375
13,1000075.4375
14,1000075.4375
15,1000075.4375
16,1000075.4375
17,1000075.4375
18,1000075.4375
19,1000075.4375
20,1000075.4375
21,1000075.4375
22,1000075.4375
23,1000075.4375
24,1000075.4375
25,1000075.4375
26,1000075.4375
27,1000075.4375
28,1000075.4375
29,1000075.4375
30,1000075.4375
31,1000075.4375
32,1000075.4375
33,1000075.4375
34,1000075.4375
35,1000075.4375
36,1000075.4375
37,1000377.625
38,1000984.25
39,1000632.6875
40,1000632.6875
41,1000632.6875
42,1005427.875
43,1005244.0625
44,1005244.0625
45,1005244.0625
46,1005244.0625
47,1005244.0625
48,1005244.0625
49,1005244.0625
50,1005244.0625
51,1005244.0625
52,1005244.0625
53,1005244.0625
54,1005244.0625
55,1005244.0625
56,1005244.0625
57,1005244.0625
58,1005244.0625
59,1005244.0625
60,1005244.0625
61,1005244.0625
62,1005244.0625
