,0
0,716.8019362115301
1,-1891.6852458047215
2,311.55283914587926
3,-319.19071783090476
4,1538.084990446805
5,1389.2048944828566
6,98.97221315384377
7,-1131.8823364067357
8,996.0181609535357
9,2021.4961096191546
10,330.6771136855241
11,-1732.6026844882872
12,709.7549113541609
13,-256.55319955630694
14,-823.1867975419154
15,-3683.108828201657
16,-7871.636318588513
17,-2364.8140300750965
18,4645.587825622642
19,-3081.5573676882777
20,-3726.877873241203
21,-636.2678485527867
22,2968.2763293740572
23,-699.1453650339972
24,7808.987868245109
25,-9951.900583724608
26,870.2591325208778
27,-9379.638818342471
28,9623.113990478101
29,-11895.818851553951
30,-2639.6975253788987
31,-2857.598154545878
32,1739.3752237701556
33,-810.2538106221473
34,10320.181610372616
35,6611.848427834804
36,35.184499877272174
37,1728.9217514038319
38,-5954.116970209638
39,-821.7924087366555
40,2744.573023355566
41,-771.6257707215846
42,7088.381916999933
43,1228.7893387223594
44,3315.0086606503464
45,1702.8428058880381
46,-5707.129085080116
47,-6414.731525058509
48,-4023.862968254485
49,-2083.6982206739485
50,2851.7734625423327
51,-3200.458066003397
52,8108.387118911953
53,324.21496276860125
54,-2625.7691909030546
55,10750.838132725097
56,-30468.21859174024
57,-14566.362656753045
58,14454.769838028005
59,15063.344900341006
60,11775.571021092357
61,1307.3918388743186
