,0
0,1000000.0
1,999444.8736344146
2,1001139.2113786697
3,1000874.75
4,1000233.0942739677
5,1000092.1875
6,1000092.1875
7,1000092.1875
8,1000092.1875
9,1000092.1875
10,1000092.1875
11,1000092.1875
12,1000092.1875
13,1000092.1875
14,1000092.1875
15,1000092.1875
16,1000092.1875
17,1000092.1875
18,1000092.1875
19,1000092.1875
20,1000092.1875
21,1000092.1875
22,1000092.1875
23,1000092.1875
24,1000092.1875
25,1000092.1875
26,1000092.1875
27,1000092.1875
28,1000092.1875
29,1000092.1875
30,1000092.1875
31,1000092.1875
32,1000092.1875
33,995117.6395214534
34,986884.0363968277
35,986649.125
36,986649.125
37,984023.5333994925
38,983895.1875
39,983895.1875
40,983895.1875
41,983895.1875
42,983895.1875
43,983895.1875
44,983895.1875
45,983895.1875
46,983895.1875
47,983895.1875
48,983895.1875
49,983895.1875
50,983895.1875
51,983895.1875
52,983895.1875
53,983895.1875
54,983895.1875
55,983895.1875
56,983895.1875
57,983895.1875
58,983895.1875
59,983895.1875
60,983895.1875
61,983895.1875
62,983895.1875
